GeneSymbol,GeneID,GeneLength
TMEM168,64418,4040
PCID2,55795,3077
ZNF440,126070,4181
SS18L1,26039,5086
HNRPDL,9987,3635
ABCB9,23457,5649
RGS9BP,388531,2894
CLINT1,9685,5646
CSPG5,10675,5393
TRIM17,51127,2633
AP1G2,8906,4987
EARS2,124454,4262
GPR113,165082,5672
FAM54B,56181,3787
C14orf72,145200,640
C8orf86,389649,2250
SLC12A6,9990,8413
LY6G6D,58530,493
LOC595101,595101,4300
MCART3P,442229,1604
LDHAL6A,160287,2583
C8orf42,157695,3570
CKAP4,10970,3035
DLGAP1,9229,4659
XAGE1D,9503,947
NLGN1,22871,5386
C20orf27,54976,2565
IFNA7,3444,737
GNG10,2790,1243
IFRD1,3475,4590
MRPL20,55052,1508
DIP2B,57609,10126
ZGPAT,84619,3772
SPATA7,55812,3200
C17orf70,80233,4666
FAM40A,85369,3601
PP14571,100130449,2333
AANAT,15,1060
FAM136B,387071,415
AGPAT6,137964,6310
RPL26L1,51121,708
SGTA,6449,2315
CCDC96,257236,2153
EXOC1,55763,3582
ATP8A2,51761,5834
LIN37,55957,899
TAS2R4,50832,900
PTRH1,138428,2888
METTL2A,339175,2735
OR10H2,26538,1029
NUDT16,131870,4292
LUZP4,51213,1726
PCP4,5121,554
CBWD5,220869,313
TESK2,10420,3585
GPX8,493869,3750
LOC150622,150622,11868
DCK,1633,2694
NUP107,57122,3288
BTN2A1,11120,3214
HDAC9,9734,8917
TSNAX-DISC1,100303453,5268
NKAIN2,154215,4008
CPLX4,339302,1962
GIYD2,79008,1586
INPP5K,51763,3426
ATPIF1,93974,1909
ARL8B,55207,2983
DLG3,1741,6755
ACSBG1,23205,2828
RAB42,115273,1311
ETNK1,55500,7362
SMPDL3B,27293,2340
FGF6,2251,744
OR1L8,138881,930
C8orf79,57604,10666
TGFBI,7045,3256
ABCC3,8714,7372
CHCHD7,79145,1728
C16orf75,116028,2183
LILRB3,11025,4506
CD163,9332,4289
DRG2,1819,2543
PPBPL2,10895,1362
DOK3,79930,3819
ZAR1L,646799,1103
BSND,7809,1369
RPS27,6232,351
KDM2B,84678,6799
TRPT1,83707,1061
LOC151658,151658,1758
OR2B2,81697,1073
AKAP5,9495,6486
FAM3A,60343,1866
EIF4G3,8672,6629
WNT2B,7482,2713
STOML1,9399,2174
TRIP6,7205,1746
DDX49,54555,2715
SNORD115-11,100033448,82
C20orf85,128602,755
PPA1,5464,1302
SERPINC1,462,1598
SH3RF3,344558,5608
TBCA,6902,2446
SLITRK2,84631,4415
PRAMEF14,729528,2100
ELK4,2005,3790
TRPC7,57113,2603
CAV2,858,5624
BPI,671,1845
HIST1H4J,8363,355
ATP6V1E1,529,1405
PCDHA8,56140,5311
SLC30A7,148867,8216
GNG13,51764,981
PSG10,653492,1893
CGB7,94027,3021
PPP2R1A,5518,3087
HTR6,3362,1983
SNTB1,6641,6077
YWHAE,7531,1858
FTHL17,53940,813
LRRC37B,114659,3330
BTN3A1,11119,4189
FGF17,8822,2662
SYT4,6860,4094
LOC100130015,100130015,2124
BMP2K,55589,4682
KANK3,256949,3339
DRGX,644168,806
C18orf8,29919,2188
CCR6,1235,6064
C6orf106,64771,4418
MGC12916,84815,2005
NCRNA00175,378832,3455
IGF2BP3,10643,6570
CREM,1390,4390
KIF21A,55605,7666
ZNF528,84436,4259
IRF4,3662,6359
DYNLT1,6993,695
PAK1IP1,55003,1493
LOC728758,728758,2346
GLYATL1,92292,2595
CCDC56,28958,1903
POU6F2,11281,2933
OR4C46,119749,928
NME6,10201,1222
KCNT2,343450,6505
BRPF1,7862,4726
ASCC1,51008,2746
PPRC1,23082,5336
CCDC11,220136,1824
KIR3DL2,3812,1876
PSRC1,84722,2297
MUC5B,727897,20981
HMCN1,83872,18415
C15orf55,256646,4179
LOC284232,284232,37567
NCRNA00183,554203,3655
PRSS53,339105,2786
KSR1,8844,11300
TRIB3,57761,2848
ROPN1,54763,3007
GYS1,2997,3617
NUMA1,4926,9763
C21orf45,54069,1577
ZNF133,7692,2853
RPL22L1,200916,2027
C3orf43,255798,1865
SELPLG,6404,2754
PREPL,9581,5493
MAPK10,5602,5063
AASDH,132949,5896
DPRXP4,503645,663
ANGEL1,23357,4109
UNC119,9094,1651
C22orf29,79680,6845
OS9,10956,2712
RAX,30062,3195
SPTLC2,9517,7232
FNIP2,57600,6443
NXF1,10482,4276
MCF2L2,23101,6767
RLN1,6013,967
SYNGAP1,8831,6212
LOC100170939,100170939,2916
CRYBB2,1415,763
DYNC1LI2,1783,4664
CCL16,6360,1727
ITGB7,3695,3689
HIST1H2AC,8334,1699
GPR120,338557,1188
RAB17,64284,1966
C5orf44,80006,4340
SNORD115-17,100033455,82
DUSP23,54935,773
SLC2A4,6517,3468
TSPAN17,26262,3226
IRF2BP1,26145,2511
HTR3A,3359,2408
HEATR2,54919,6786
AKAP11,11215,9919
C15orf32,145858,1764
LOC285194,285194,2100
MTERF,7978,2798
INTS2,57508,6161
DEFB106A,245909,303
SNORA22,677807,133
STAU1,6780,3929
MDM2,4193,7520
KIAA1199,57214,7179
ITPRIP,85450,4581
TLR5,7100,3525
IFI27L2,83982,466
ZNF559,84527,4216
SBK2,646643,1046
EDN3,1908,2657
POLR3C,10623,1912
CPEB4,80315,8068
SNORD35A,26816,86
C14orf180,400258,2115
L1CAM,3897,5139
RFNG,5986,2222
FAM128B,80097,730
HIVEP2,3097,9723
DUT,1854,2831
GALR2,8811,1298
VPS53,55275,11334
STL,7955,5340
LOC654342,654342,3110
KIAA1468,57614,5736
NFKBIL2,4796,4513
IP6K3,117283,2823
PPP3R2,5535,3405
CKAP2L,150468,3273
CCDC104,112942,1374
CYP2W1,54905,2520
FLJ46111,283102,1828
MATN3,4148,2582
CELSR2,1952,10539
CXorf23,256643,4826
UBTD1,80019,1557
MT1X,4501,559
PRKCE,5581,6454
ZSCAN16,80345,1905
EML3,256364,4176
SLC9A2,6549,5440
CSTA,1475,825
ELFN2,114794,8382
KLK14,43847,1133
PARS2,25973,2345
ZNF516,9658,6645
PUS7L,83448,4395
PROZ,8858,1551
PPAPDC1A,196051,2433
ANKRD13D,338692,3942
GALNT5,11227,3211
SCN9A,6335,9878
TTLL9,164395,3950
KIAA0947,23379,7917
EIF5AL1,143244,3834
ZNF716,441234,5210
DIRC2,84925,3429
CDYL,9425,4123
HSFX2,100130086,2385
SLC35A4,113829,3639
CAMK2G,818,5273
SNORD98,692211,67
GJD2,57369,966
MMADHC,27249,1989
PAR-SN,347746,4452
CHRDL1,91851,4165
HOXA10,3206,3182
PTPMT1,114971,2739
LOC441089,441089,1362
UTP20,27340,9549
FAM84B,157638,5232
SEPT5,5413,5403
LOC283761,283761,2387
PHF23,79142,2036
NEK11,79858,4744
ARHGEF17,9828,7812
PRND,23627,3979
C20orf79,140856,664
NCRNA00115,79854,1316
C1orf51,148523,1819
MCOLN1,57192,3108
C17orf48,56985,1627
FMN2,56776,9409
ADAMTSL3,57188,8660
ANKRD7,56311,1355
WIPI1,55062,1927
MUC2,4583,8623
TPPP2,122664,795
UBE2W,55284,4458
IGFBP7,3490,1496
ALK,238,6340
C9orf24,84688,2959
USHBP1,83878,3724
RASA1,5921,4781
C1orf125,126859,5597
KPTN,11133,1778
SERPINA3,12,3560
NOXA1,10811,1632
SMPD2,6610,1956
DLG1,1739,7314
C19orf20,91978,1113
GK3P,2713,2232
LOC100128811,100128811,2433
DYX1C1,161582,3195
PAR1,145624,2412
PDK3,5165,2223
OR2K2,26248,950
ARSK,153642,4291
C11orf46,120534,2583
CMTM3,123920,2325
HLA-DRB5,3127,1302
HIST2H2AA3,8337,533
SMARCC2,6601,5680
ARC,23237,2943
SNX9,51429,4200
VTI1A,143187,7282
CCDC33,80125,4022
C21orf131,387486,2177
OR9A2,135924,933
UROC1,131669,3307
ZNF628,89887,3847
BMX,660,2863
SAMD4B,55095,6620
SGEF,26084,5252
MGC16121,84848,1356
ZNF354A,6940,2546
SERINC5,256987,1994
C6orf115,58527,845
TBC1D21,161514,1205
C1orf105,92346,979
OR7A17,26333,928
TMEM176B,28959,1824
CREB3L4,148327,2284
FERMT2,10979,3485
ANKRD32,84250,4220
KCNMB1,3779,2520
IFT57,55081,3202
SLC5A11,115584,2575
FADS3,3995,1897
CTXN1,404217,1262
FGF14,2259,4066
C19orf21,126353,2851
COL29A1,256076,9226
IL21,59067,706
ARAP3,64411,5981
GATA4,2626,3904
C12orf42,374470,3299
C10orf118,55088,8127
MAGT1,84061,4560
GAS5,60674,1762
ZSCAN4,201516,2245
UGT2B7,7364,1886
KIAA0100,9703,7944
PAX4,5078,2521
RNASE9,390443,1246
UGT1A6,54578,4713
RAB8A,4218,3692
DUSP21,63904,884
NCLN,56926,3732
CLNK,116449,2185
HOXC6,3223,2237
HSD17B8,7923,989
FZD3,7976,3910
DCP1A,55802,5985
ZFP90,146198,5296
TRMT11,60487,2138
ZNF223,7766,2414
NPHP1,4867,3155
FRAS1,80144,17882
C1orf91,56063,2712
MRPL14,64928,773
PPCS,79717,1488
SHC2,25759,2690
ALDH9A1,223,2783
PWP1,11137,1881
B4GALT1,2683,4199
SLC23A3,151295,2434
BMP15,9210,1178
MGEA5,10724,6493
DKFZp566F0947,94023,527
DDX46,9879,5794
IFITM1,8519,716
FAM128A,653784,3088
CACNB2,783,6326
MAP1LC3C,440738,1192
RBM25,58517,4996
C12orf63,374467,3686
WNT16,51384,3227
ANGPTL1,9068,3632
HIST1H4D,8360,366
CACNG3,10368,2700
PCDHGB2,56103,4615
SEPT2,4735,4904
KLHL11,55175,2326
HTR5A,3361,2400
TSKS,60385,1811
LHFP,10186,2157
CATSPERG,57828,3902
ZNF391,346157,2355
SLC6A3,6531,3924
TRIM44,54765,4337
KIAA1377,57562,8221
NLGN4X,57502,6488
C5orf30,90355,3378
URM1,81605,1767
CHD8,57680,7837
SCN4A,6329,7805
TYW1,55253,3403
OR7G2,390882,1036
GFM2,84340,3338
ZFHX4,79776,14175
ATP1A2,477,5970
GPR26,2849,10302
COX8A,1351,506
C21orf49,54067,1200
YEATS4,8089,1384
CAPN11,11131,2759
FJX1,24147,2685
CD4,920,3858
UPK3B,80761,1687
STOM,2040,3203
CCNG1,900,3984
RASAL3,64926,3945
ZNF23,7571,5020
TGFB1I1,7041,1841
RPS3,6188,3631
OR10G4,390264,934
CEBPG,1054,3735
IMPACT,55364,4882
FAS,355,6690
OR5B12,390191,943
PSG8,440533,2882
THRSP,7069,1173
GBA2,57704,4555
LRPPRC,10128,6644
MID1IP1,58526,2496
GIP,2695,711
OR9A4,130075,945
RPS15AP10,728963,906
LHFPL4,375323,4879
METAP2,10988,3502
FAM53B,9679,8305
WWP1,11059,4194
RAPGEF4,11069,7164
TBP,6908,1991
ATP5S,27109,2252
H6PD,9563,9113
XRCC5,7520,4289
CCDC93,54520,7076
PCDHA2,56146,6043
TRIM16L,147166,2719
C5orf20,140947,3134
RNF25,64320,1915
LOC100169752,100169752,747
POM121L2,94026,3170
HSPA4L,22824,3398
NAP1L3,4675,2680
PDE5A,8654,7178
RSPH3,83861,3056
VAT1,10493,2827
RAP2C,57826,4161
KPNA7,402569,1685
PPL,5493,6238
C5orf55,116349,1614
RAX2,84839,2405
TDRD6,221400,6816
METT5D1,196074,4877
LOC284233,284233,2875
UBE2D2,7322,2864
MLLT4,4301,11580
TMEM97,27346,2567
GRM3,2913,4259
SNHG9,735301,231
AMPD2,271,4784
C10orf57,80195,2350
MAPK7,5598,3319
CDC73,79577,5937
GALM,130589,2482
ZNF184,7738,3640
SLC25A39,51629,2151
SELO,83642,2683
C1orf54,79630,564
VRK3,51231,3862
SPPL3,121665,4480
NDUFB7,4713,541
PRRG1,5638,6072
HDGFRP3,50810,1973
CT45A3,441519,1007
ICA1,3382,3043
RNF17,56163,5374
THOC3,84321,2658
ANKS3,124401,5553
NPRL2,10641,2216
PRPS1,5631,2155
NODAL,4838,2086
VWDE,221806,6256
EDNRB,1910,5186
FIBIN,387758,3003
RDH8,50700,1713
SHROOM3,57619,11918
AMOTL1,154810,8998
SAG,6295,1915
OR52B4,143496,943
EFNB1,1947,3348
CCDC62,84660,4130
OR56B1,387748,1681
TTYH1,57348,4934
B3GNT2,10678,2747
LENEP,55891,648
PIF1,80119,3496
GOLGA6B,55889,3178
PPP2R2B,5521,3538
ZNF540,163255,5578
CYB561,1534,3974
LIMD2,80774,3632
IPW,3653,9827
EMR4P,326342,2767
C12orf45,121053,621
ZNF138,7697,2809
SDR9C7,121214,940
C1orf229,388759,2258
KIAA0831,22863,5052
OR10J1,26476,962
DNAJC9,23234,3030
ERGIC2,51290,1776
KIF26A,26153,6756
CNDP2,55748,5141
CPNE2,221184,3931
CRTAM,56253,2502
SLC38A9,153129,3224
STARD8,9754,5115
RNLS,55328,3970
TAPBP,6892,4518
SEC14L5,9717,6456
SLC5A5,6528,3575
ZMYND17,118490,5764
MGC72080,389538,1359
C1orf26,54823,3944
ITGA9,3680,4142
CSN3,1448,806
UBE2I,7329,3959
FAM71A,149647,2299
KERA,11081,2528
DFNB31,25861,4922
FAM41C,284593,1704
CASS4,57091,4003
CYP4Z2P,163720,2782
PANK4,55229,2642
ACSS1,84532,6186
DUSP18,150290,3285
SLED1,643036,750
ESR2,2100,8510
ACVR1B,91,5400
MOGAT1,116255,1110
CYP2D7P1,1564,1872
SF3B4,10262,2384
ESRP1,54845,3804
AQP7,364,2342
LNX2,222484,4871
ZNF655,79027,7680
MESP2,145873,1778
ATR,545,11775
TSPY1,7258,2118
FUS,2521,2735
SIRT6,51548,1704
CHCHD3,54927,2411
LRTM2,654429,3989
ALPP,250,2877
HIST1H3J,8356,477
GRM6,2916,6991
SCARNA17,677769,421
JKAMP,51528,3408
ZNF142,7701,6393
RAB9BP1,9366,624
HNF1B,6928,3940
KCNJ13,3769,3288
C20orf166,128826,1296
FOXRED1,55572,2864
UBL4B,164153,1507
CD244,51744,2710
RGS17,26575,1457
PHACTR2,9749,9775
SNORD114-31,767612,73
PERP,64065,4302
CCND3,896,3328
C6orf141,135398,2518
C18orf21,83608,1117
HMOX1,3162,1550
ACTRT2,140625,1420
KIAA0020,9933,2219
LMLN,89782,7638
NLRP8,126205,3933
RECQL4,9401,3801
ZNF99,7652,3109
FRMPD1,22844,6360
PSMD10,5716,2187
LOC149837,149837,3591
ZNF485,220992,2054
WDYHV1,55093,1348
AKR1B15,441282,2361
GPR172B,55065,3837
CD1E,913,2624
PTPN21,11099,6774
TCTN1,79600,3832
ZFAT,57623,8186
SLC17A1,6568,1920
LOC653113,653113,2142
RFFL,117584,5181
HOXD8,3234,2282
SIRPD,128646,810
FXYD3,5349,2325
CLDN8,9073,1989
GC,2638,1894
UNC45B,146862,5678
ASB15,142685,3121
ZNF691,51058,2025
DPP3,10072,2687
MYO1C,4641,5449
PCYT2,5833,2463
WDR36,134430,6593
PRDM14,63978,2205
C12orf69,440087,2104
KRTAP24-1,643803,1648
HIST1H1T,3010,724
SH3BGRL2,83699,4646
GRM5,2915,8426
TEKT3,64518,1782
ZNF335,63925,7105
PECI,10455,1555
FRAT2,23401,2205
SNORA45,677826,131
ZNFX1,57169,7367
MPHOSPH8,54737,3855
CYB5R1,51706,1759
CYB561D2,11068,1564
HEPH,9843,5460
CLDN6,9074,1369
ZFAND6,54469,1787
MUT,4594,2955
VPS37D,155382,1604
SLC22A17,51310,3134
MYL12A,10627,1274
ZNF121,7675,1950
NTNG2,84628,3091
GDAP1L1,78997,3366
TMEM38B,55151,2076
LOC150527,150527,3569
SYTL4,94121,7427
SLC16A14,151473,4583
H2AFJ,55766,3665
PSORS1C1,170679,932
BAZ1A,11177,6284
SNORD114-19,767597,73
ITGB1BP1,9270,3436
FAM48B1,100130302,2663
COPB1,1315,3527
PPP2CB,5516,1789
U2AF2,11338,3130
DEFA5,1670,449
ZSWIM4,65249,4690
ESF1,51575,3248
MRPL16,54948,1182
TMED6,146456,906
ZNF510,22869,5616
ANUBL1,93550,5590
ZIC1,7545,5229
ASTN1,460,9105
RABEPK,10244,3570
SNORD116-8,100033420,96
NAA20,51126,1221
SRGAP3,9901,15534
GTF2I,2969,5334
FAM13A,10144,8550
PRAM1,84106,2165
PRLH,51052,263
GOLGA2B,55592,8091
ABCC8,6833,5143
C20orf160,140706,2881
RNF43,54894,6093
C9orf79,286234,4476
SFN,2810,1315
DLD,1738,3673
GPR81,27198,4242
RAB11FIP1,80223,12607
ADH5,128,3839
KLHL5,51088,4545
IDI2,91734,1359
FUT7,2529,2414
SNIP1,79753,2468
ALDH1A2,8854,3608
PIPSL,266971,3776
C4orf19,55286,3793
ADCYAP1,116,3275
PDCD2,5134,2794
CCNF,899,4287
PTH2,113091,459
LOC100129066,100129066,2194
CA10,56934,4114
ASAP1,50807,6152
NCL,4691,2716
CCDC51,79714,1717
DNAJC27,51277,5055
TOMM6,100188893,1857
TP53I13,90313,1452
PACRG,135138,1809
TARSL2,123283,3552
KIAA0664,23277,6151
FAM192A,80011,2961
SNORD38A,94162,69
PSMD13,5719,1851
NPTN,27020,2453
CSF2RA,1438,2298
DHRS1,115817,3626
TBX15,6913,3594
TRAM2,9697,7112
HPS3,84343,5045
SNORD93,692210,73
BAT5,7920,3227
CDRT15,146822,594
MAD2L1,4085,1436
FAM135B,51059,7328
LRRC8E,80131,3602
FAM113A,64773,2398
LAG3,3902,2774
PICK1,9463,2213
UBP1,7342,4172
NCRNA00157,54075,461
ZNF215,7762,4159
ASB17,127247,1105
COX4I1,1327,2300
SNAR-G1,100126780,128
ALS2CR4,65062,5496
SLC10A6,345274,1502
CMBL,134147,4046
ZNF250,58500,7280
PYCARD,29108,925
ITGA10,8515,6028
GABARAPL3,23766,1883
DPPA5,340168,612
C21orf62,56245,4120
RUNX1,861,11772
C22orf40,150383,1618
PLB1,151056,7864
NFKBIZ,64332,4170
AVPR1A,552,4154
LRRC15,131578,5939
CENPH,64946,1388
CARD17,440068,466
CSHL1,1444,1561
RARS,5917,2136
RPS15,6209,675
GPR139,124274,1337
KLKP1,606293,2434
TCF15,6939,1225
FLJ42709,441094,6584
ANKRD6,22881,6446
C6orf15,29113,1136
SPTAN1,6709,11482
DEFB114,245928,209
C10orf75,90271,994
LOC729991-MEF2B,4207,2448
FOXD4L2,100036519,3107
PLXNB1,5364,7966
LOC389332,389332,1695
FAM194B,220081,2474
PIGS,94005,3147
C9orf86,55684,8889
CDKN2D,1032,1422
PEX11A,8800,1158
C10orf129,142827,1793
ZNF323,64288,4364
TRHR,7201,1326
CRY1,1407,3257
DCD,117159,747
PTMA,5757,1726
ZIC4,84107,5125
NRG2,9542,3103
GJA1,2697,3129
CYTL1,54360,998
CCDC105,126402,1751
FADS6,283985,2226
EPS8L2,64787,4611
PBRM1,55193,9118
STUB1,10273,1776
RHBDL1,9028,1843
P2RX4,5025,2112
KRTAP10-12,386685,873
MTFMT,123263,2745
OR1D4,8385,992
ANKFN1,162282,2426
MGAT4B,11282,3367
MORC4,79710,5859
PDCD5,9141,1831
LEMD2,221496,3227
LOC145783,145783,3017
GYPE,2996,2001
BLZF1,8548,3712
CPNE9,151835,2045
OR56B4,196335,958
OR13C3,138803,1044
ODF1,4956,994
PAPSS1,9061,2541
TAP1,6890,3115
IGSF8,93185,2317
C12orf54,121273,882
C9orf70,84850,729
KCNQ1DN,55539,1091
KILLIN,100144748,4276
TAS2R30,259293,960
ST8SIA1,6489,9713
GP1BA,2811,2461
TPM3,7170,11752
NDUFA6,4700,1183
KIAA1217,56243,10160
SENP6,26054,7579
MT1L,4500,425
RASSF5,83593,6174
INPP5F,22876,5317
ANXA4,307,3046
IBTK,25998,7344
SFTPB,6439,3636
TWIST1,7291,1664
BTBD9,114781,9450
CCT7,10574,1985
KIF2C,11004,3244
TRUB2,26995,1439
FAM55A,120400,2887
KLK1,3816,1854
ADAM22,53616,5250
MC1R,4157,3098
PSG4,5672,2030
TUSC2,11334,1682
ALG1L2,644974,990
TBC1D26,353149,2750
GBAS,2631,1974
CDH20,28316,3068
DUSP2,1844,1676
SETD2,29072,9172
USP46,64854,8427
LOC541471,541471,2364
GTF2IRD2P1,401375,3110
SNORA12,677800,147
OR52N5,390075,974
ARHGAP1,392,5270
ACADSB,36,5940
C16orf86,388284,1789
CCNB1,891,2094
STK32C,282974,3711
SNORA11D,100124541,127
CEP170L,645455,1068
FAM153A,285596,5505
B3GNT5,84002,4760
OPCML,4978,6743
MND1,84057,941
MALT1,10892,5029
FLJ39653,202020,4032
DAZ2,57055,4315
KIAA1908,114796,6060
GNG5,2787,805
SCN5A,6331,8596
FPR3,2359,2517
CATSPERB,79820,3606
CDR2L,30850,3530
PLD2,5338,3696
RND3,390,2916
OR51F2,119694,1027
UCMA,221044,819
C9orf102,375748,7786
ONECUT3,390874,1484
CD22,933,3407
CCNB1IP1,57820,2191
ODC1,4953,2384
KIAA0513,9764,8142
HOXA5,3202,1332
MAP3K3,4215,4848
CA13,377677,4821
PYGM,5837,3615
SNX13,23161,12793
LRRC48,83450,2583
FLJ40292,643210,1749
MTFR1,9650,3428
CDC25A,993,3706
RBM10,8241,3416
INPP4A,3631,6997
SLC6A20,54716,6312
PTGIR,5739,2085
APOH,350,1200
FYN,2534,3106
MSLNL,401827,3162
DCAF12L2,340578,1421
ADD3,120,5723
KCNJ5,3762,3066
TBC1D29,26083,1208
PDRG1,81572,1372
ARPC1B,10095,1619
C21orf70,85395,880
CEACAM20,125931,1809
COIL,8161,2631
OR5A1,219982,948
ROBO3,64221,5234
MEGF9,1955,7667
SIRT1,23411,4437
PIAS1,8554,2348
APOBEC1,339,908
ZNF140,7699,3130
FAM100A,124402,4007
TFCP2,7024,2466
BEX4,56271,1274
PGPEP1L,145814,1525
ZNF558,148156,4022
EN1,2019,2961
EIF3B,8662,4054
DDX5,1655,4010
GKN1,56287,819
DSCC1,79075,2268
PSG3,5671,2299
MRRF,92399,2854
C6orf89,221477,7247
LOC127841,127841,1290
HSF2,3298,2883
PWP2,5822,3259
PURA,5813,2613
GZMB,3002,939
SIAH2,6478,2619
LOC729156,729156,2426
ACTR2,10097,4324
UGDH,7358,3189
C2orf29,55571,2517
LAMB1,3912,7122
VIM,7431,2178
HEBP2,23593,1282
SFTA1P,207107,693
C2orf34,79823,2247
RAB25,57111,1083
C9orf109,286333,5800
GHSR,2693,1174
LOC643955,643955,1764
TEX12,56158,1151
NOP2,4839,3002
TTTY17B,474151,164
ABCC2,1244,5051
SDC3,9672,6578
LOC145474,145474,1841
RNPC3,55599,2294
BAT2L2,23215,10641
REEP4,80346,2002
ASPDH,554235,1256
MYL1,4632,1150
TTC39C,125488,5933
NCAPD2,9918,4806
ROR1,4919,4090
SLC35B4,84912,7027
SHD,56961,2576
SNORD114-7,767583,76
SLC10A3,8273,2127
C16orf3,750,994
LOC729467,729467,1041
C14orf37,145407,3695
C15orf29,79768,4020
KIAA1462,57608,9706
ATP1A3,478,4006
LOC100134259,100134259,2378
F3,2152,2846
SNX30,401548,7663
ACBD5,91452,4288
DEFA6,1671,463
TSSK3,81629,1313
CSF2RB,1439,4862
USP45,85015,7304
PPAPDC2,403313,2959
ANKRD13A,88455,5992
LDHA,3939,2406
GRIK2,2898,5033
FGD6,55785,9524
ZIM3,114026,2627
LINGO2,158038,2962
BRCC3,79184,2916
DMRT1,1761,3010
DEFB109P1,245912,189
KIT,3815,5189
FGF18,8817,1514
TPP2,7174,4708
SUB1,10923,3809
RAP1A,5906,2097
DCAF8,50717,5397
AMPD1,270,2341
KLHDC5,57542,6571
GUCY1A2,2977,3110
PHAX,51808,1751
SCYL1,57410,2832
LRTOMT,220074,5798
SRP19,6728,2415
SCIN,85477,9776
LSM14B,149986,4755
DNAJC14,85406,4827
ZNF833,401898,3565
CHMP7,91782,3841
CRELD1,78987,2899
NRK,203447,9438
ODF3L1,161753,1193
HIST1H2AL,8332,469
ZNF416,55659,2508
GHRL,51738,1592
PHF8,23133,7023
RIOK2,55781,4683
SLC26A2,1836,8071
HERC3,8916,6433
DHCR7,1717,2663
PSMD12,5718,2213
GRIK5,2901,3899
VHLL,391104,1013
RBMS2,5939,8584
TXNRD1,7296,6449
SPATA6,54558,3943
CHMP1A,5119,2518
OR6X1,390260,937
TFAP4,7023,2139
XKRY2,353515,1579
TMEM161B,153396,2825
FOLR2,2350,1130
RASA3,22821,5394
UGP2,7360,2489
MAGEC2,51438,1992
FGGY,55277,3941
GNAI3,2773,4730
SNORD115-37,100033811,82
PRPF3,9129,3203
KLHL1,57626,4149
RGS4,5999,3977
ADAMTS4,9507,4776
C10orf72,196740,8043
GLYCAM1,644076,781
GATSL3,652968,3139
CPA6,57094,2389
KRTAP4-5,85289,877
PRPF40A,55660,8728
LIN54,132660,6223
MMS19,64210,3930
ACTL7A,10881,1433
GPR146,115330,1997
ZNF131,7690,5399
STRN4,29888,3680
CFP,5199,4519
PDSS2,57107,4734
GCAT,23464,1784
ZNF648,127665,3647
PHF7,51533,2275
C1QL1,10882,1499
ARL17B,641522,979
C14orf145,145508,7713
LOC442308,442308,1331
RND2,8153,4151
PSMB3,5691,753
UBE2N,7334,2550
SLC35F4,341880,2921
NRXN2,9379,8292
RLBP1,6017,1751
OR9G9,504191,916
FCN1,2219,1281
LRAT,9227,5002
HIST2H2BA,337875,515
FOXN1,8456,2879
PRRG2,5639,1630
PATE1,160065,1507
FEV,54738,1879
MRPL15,29088,1749
C7orf28B,221960,3372
SUGT1P1,441394,695
GPSM2,29899,6055
NECAP1,25977,2593
FAM173B,134145,1938
VOPP1,81552,3466
LTBP3,4054,6641
CYP2B6,1555,3107
FLII,2314,4377
NECAB1,64168,5186
MSI2,124540,8323
ARHGAP5,394,9673
DBR1,51163,2994
KCNC3,3748,6225
C16orf59,80178,2262
MXD1,4084,5808
GABRG3,2567,2223
MYO3B,140469,6771
MYST3,7994,10027
DERL2,51009,1124
C20orf106,200232,671
FZD2,2535,1983
LBXCOR1,390598,2766
TNMD,64102,3031
TM7SF4,81501,1952
CTAGE6,340307,2660
RNASE4,6038,2032
MOBP,4336,7505
CSN1S2A,286828,775
YTHDF3,253943,5440
TSPAN1,10103,1615
C13orf33,84935,2389
DIS3L2,129563,6411
CACNA1G,8913,8910
CLK2,1196,2312
SVEP1,79987,15271
YSK4,80122,5424
SNORA36A,677817,128
OR2T2,401992,975
LRP6,4040,10081
KIF5C,3800,9068
ZNF396,252884,2788
EXOSC4,54512,894
SYCE2,256126,933
GLTSCR2,29997,1981
LOC100132288,100132288,1655
CD3E,916,1994
CCDC13,152206,3433
LOC100271722,100271722,1608
TNRC6A,27327,11525
SNORD115-31,100033805,82
GPR114,221188,3792
ZNF460,10794,3923
CRTAP,10491,6654
ANKS6,203286,7460
VAV2,7410,5734
MIR17HG,407975,5018
MRM1,79922,1832
E2F8,79733,3927
FADD,8772,1853
WNT3A,89780,2932
ENSA,2029,4137
PARL,55486,1411
CHCHD8,51287,1173
HIC2,23119,7093
ECSCR,641700,984
COBLL1,22837,10665
ASNA1,439,1281
PARD6B,84612,4614
CD5,921,3155
ZNF514,84874,3584
ZNF645,158506,1515
ZNF18,7566,2805
TBX18,9096,4503
HOXD1,3231,2108
NHEG1,100294720,2887
TBX10,347853,1547
GMIP,51291,3516
ARL4C,10123,4006
ANO4,121601,4695
SEMA3B,7869,3885
C10orf82,143379,2312
C1orf156,92342,1440
MICB,4277,2595
SERPINA9,327657,2018
GBP7,388646,2454
ADAT2,134637,7492
STX5,6811,1842
OR5K4,403278,964
SELM,140606,1079
TIE1,7075,4278
SNORD72,619564,80
NOTCH4,4855,9800
ASB8,140461,2610
ENGASE,64772,5302
LGALS9,3965,1763
KCNF1,3754,2288
BRCA2,675,11386
ZNF837,116412,2032
NSUN3,63899,2026
CDCP2,200008,2723
RPL13,6137,1302
PCDHGA12,26025,4811
